name,國,volume,所見名,註,occurrence,nameFreq
鄭穆公,鄭,僖公三十年傳，僖公三十三年傳，文公二年經，文公七年傳，文公十年傳，文公十三年經，文公十四年經，文公十五年傳，文公十七年傳，宣公元年傳，宣公三年經，昭公七年傳，昭公二十八年傳,鄭公子蘭，鄭穆公，鄭伯，鄭伯蘭，穆公，鄭穆,鄭穆公十一子，見襄公二十六年傳注,14,6
鄭莊公,鄭,隱公元年經，隱公元年傳，隱公三年傳，隱公六年傳，隱公七年傳，隱公八年經，隱公九年傳，隱公十年經，隱公十一年經，桓公元年經，桓公二年經，桓公五年經，桓公十年經，桓公十一年經，桓公十七年傳，莊公十四年傳，襄公二十五年傳，昭公十一年傳,鄭伯，莊公，寤生，鄭伯寤生，鄭莊公，莊,,22,6
闔廬,吳,昭公十七年傳，昭公二十年傳，昭公二十三年傳，昭公二十七年傳，昭公三十年傳，定公二年傳，定公四年經，定公十四年經，定公十四年傳，哀公元年傳,公子光，光，闔廬，吳子，吳光，吳子光,吳王諸樊子,17,6
陳恆,齊,哀公十四年經，哀公十五年傳，哀公二十七年傳,陳恆，我弟，陳成子，恆，成子，陳子,,9,6
齊惠公,齊,僖公十七年傳，文公十四年傳，文公十八年傳，宣公元年經，宣公四年經，宣公五年傳，宣公七年經，宣公九年經，宣公十年經,惠公，元，公子元，齊侯，齊侯元，齊惠公,公子元；商人兄,11,6
齊懿公,齊,僖公十七年傳，文公十四年經，文公十四年傳，文公十五年經，文公十六年經，文公十七年經，文公十八年經，文公十八年傳,懿公，公子商人，商人，夫己氏，齊侯，齊懿公,公子商人,11,6
齊頃公,齊,宣公十四年經，宣公十七年傳，宣公十八年傳，成公二年經，成公二年傳，成公三年傳，成公五年經，成公九年經，成公十年經，昭公八年傳,齊侯，齊頃公，齊君，頃公，齊侯無野，頃,,14,6
世叔齊,衛,哀公十一年經，哀公十一年傳,世叔齊，大叔疾，疾，悼子，大叔,大叔懿子,5,5
伯蚠,周,昭公二十二年傳，昭公二十三年傳，昭公二十四年傳，昭公二十六年傳，昭公三十二年傳，定公四年經，哀公三年傳,伯蚠，劉蚠，劉子，劉文公，劉卷,劉獻公之庶子劉狄；王官伯,12,5
公子棄疾,楚,昭公四年傳，昭公六年傳，昭公八年傳，昭公九年傳，昭公十一年經，昭公十一年傳，昭公十三年經，昭公十三年傳,公子棄疾，棄疾，蔡公，司馬，熊居,,11,5
公子魚,宋,僖公八年傳，僖公九年傳，僖公十九年傳，僖公二十一年傳，僖公二十二年傳,目夷，子魚，司馬子魚，公子目夷，司馬,茲父庶兄；爲宋左師,9,5
公孫嬰齊,魯,成公二年經，成公六年經，成公六年傳，成公八年經，成公八年傳，成公十一年傳，成公十六年傳，成公十七年經，成公十七年傳,公孫嬰齊，子叔聲伯，聲伯，嬰齊，子叔嬰齊,叔肸子,11,5
公孫彌牟,衛,哀公十二年傳，哀公二十五年傳，哀公二十六年傳,子之，南氏，公孫彌牟，文子，彌牟,子南之子；文子,7,5
共叔段,鄭,隱公元年經，隱公元年傳，莊公十六年傳,段，共叔段，京城大叔，大叔，共叔,,5,5
叔仲昭伯,魯,襄公七年傳，襄公二十八年傳，襄公三十一年傳，昭公四年傳，昭公五年傳,叔仲昭伯，叔仲子，叔仲帶，叔仲昭子，帶,叔仲惠伯之孫；叔仲帶,7,5
叔向,晉,襄公十一年傳，襄公十四年傳，襄公十六年傳，襄公十八年傳，襄公十九年傳，襄公二十一年傳，襄公二十五年傳，襄公二十六年傳，襄公二十七年傳，襄公二十九年傳，襄公三十一年傳，昭公元年傳，昭公二年傳，昭公三年傳，昭公四年傳，昭公五年傳，昭公六年傳，昭公八年傳，昭公九年傳，昭公十年傳，昭公十一年傳，昭公十三年傳，昭公十四年傳，昭公十五年傳，昭公二十八年傳，哀公十七年傳,叔肸，叔向，羊舌肸，肸，楊肸,娶夏姬女,32,5
叔孫僑如,魯,文公十一年傳，成公二年經，成公三年經，成公五年經，成公五年傳，成公六年經，成公六年傳，成公八年經，成公八年傳，成公十一年經，成公十一年傳，成公十三年傳，成公十四年經，成公十四年傳，成公十五年經，成公十六年經，成公十六年傳，襄公二十三年傳，襄公二十五年傳，昭公四年傳,宣伯，叔孫僑如，叔孫宣伯，僑如，叔孫,叔孫豹之兄,23,5
叔孫婼,魯,昭公四年傳，昭公五年傳，昭公七年經，昭公九年傳，昭公十年經，昭公十年傳，昭公十二年傳，昭公十六年傳，昭公十七年傳，昭公十九年傳，昭公二十年傳，昭公二十一年傳，昭公二十三年經，昭公二十三年傳，昭公二十四年經，昭公二十四年傳，昭公二十五年經，昭公二十五年傳，昭公二十六年傳,昭子，叔孫昭子，叔孫婼，婼，叔孫,叔孫豹庶子,26,5
叔孫成子,魯,定公元年傳，定公五年經，定公十年傳,叔孫成子，叔孫，不敢，叔孫不敢，成子,叔孫婼之子,6,5
吳王僚,吳,昭公二十年傳，昭公二十七年經，昭公二十七年傳，定公十年傳,州于，僚，吳子，王，吳王,,5,5
呂甥,晉,僖公十年傳，僖公十五年傳，僖公二十四年傳,呂甥，瑕呂飴甥，陰飴甥，呂，瑕甥,姓瑕呂名飴甥字子金,5,5
周桓王,周,隱公五年傳，隱公六年傳，隱公七年經，隱公九年經，隱公十一年傳，桓公四年經，桓公五年經，桓公八年經，桓公十年傳，桓公十五年經，莊公三年經，襄公二十五年傳,王，桓王，天王，天子，桓,,12,5
周靈王,周,襄公三年傳，襄公五年傳，襄公十年傳，襄公十二年傳，襄公二十一年傳，襄公二十四年傳，襄公二十六年傳，襄公二十八年經，襄公二十八年傳，襄公二十九年傳，襄公三十年傳,天子，王，靈王，天王，周王,,13,5
大子申生,晉,莊公二十八年傳，閔公元年傳，閔公二年傳，僖公四年傳，僖公五年經，僖公五年傳，僖公十年傳，昭公二十八年傳,大子申生，大子，世子申生，共大子，共子,,8,5
子常,楚,昭公二十三年傳，昭公二十六年傳，昭公二十七年傳，定公二年傳，定公三年傳，定公四年經，定公四年傳，定公五年傳，哀公元年傳,囊瓦，子常，令尹，瓦，楚瓦,子囊之孫子常,13,5
子西,楚,僖公二十六年傳，僖公二十八年傳，文公十年經，文公十年傳，昭公二十六年傳，昭公三十年傳，定公五年傳，定公六年傳，哀公元年傳，哀公六年傳，哀公十五年傳，哀公十六年傳,鬥宜申，司馬子西，子西，宜申，商公,司馬子西；鬥宜申；楚大夫；楚平王之長庶；令尹,15,5
子路,魯,定公十二年傳，哀公十四年傳，哀公十五年傳,仲由，季路，子路，由，季子,季氏宰；孔氏邑宰,8,5
孟孝伯,魯,襄公二十三年傳，襄公二十四年經，襄公二十四年傳，襄公二十五年傳，襄公二十七年傳，襄公二十八年經，襄公二十八年傳，襄公二十九年經，襄公二十九年傳，襄公三十一年經，襄公三十一年傳,羯，仲孫羯，孟孝伯，孝伯，孟孫,孟莊子之庶子，孺子秩之弟,12,5
孟懿子,魯,昭公七年傳，昭公十一年傳，昭公二十五年傳，昭公二十七年傳，昭公三十二年經，定公元年傳，定公三年經，定公六年經，定公六年傳，定公七年傳，定公八年經，定公八年傳，定公十年經，定公十二年傳，哀公元年經，哀公二年經，哀公三年經，哀公六年經，哀公七年傳，哀公八年傳，哀公十一年傳，哀公十四年經，哀公十四年傳,何忌，孟懿子，懿子，仲孫何忌，孟孫,孟僖子之子；仲孫何忌,27,5
孟莊子,魯,襄公十六年傳，襄公十八年傳，襄公二十年經，襄公二十年傳，襄公二十三年經，襄公二十三年傳,孟孺子，速，孟莊子，仲孫速，孟孫,孟獻子之子莊子速；孟孺子,8,5
季孫行父,魯,文公六年經，文公六年傳，文公十二年經，文公十三年傳，文公十五年經，文公十五年傳，文公十六年經，文公十八年經，文公十八年傳，宣公元年經，宣公元年傳，宣公十年經，宣公十八年傳，成公二年經，成公二年傳，成公四年傳，成公六年經，成公六年傳，成公七年傳，成公八年傳，成公九年經，成公九年傳，成公十一年經，成公十一年傳，成公十六年經，成公十六年傳，成公十八年傳，襄公二年傳，襄公四年傳，襄公五年經，襄公五年傳,季孫行父，季文子，行父，季孫，季,季友孫,38,5
季平子,魯,昭公九年傳，昭公十年經，昭公十年傳，昭公十一年經，昭公十二年傳，昭公十三年經，昭公十三年傳，昭公十四年經，昭公十四年傳，昭公十六年經，昭公十六年傳，昭公十七年傳，昭公二十五年傳，昭公二十六年傳，昭公二十七年傳，昭公二十九年傳，昭公三十一年經，昭公三十一年傳，定公元年傳，定公五年經，定公五年傳,季平子，季孫意如，平子，季孫，意如,,30,5
季札,吳,襄公十四年傳，襄公二十九年經，襄公二十九年傳，襄公三十一年傳，昭公二十七年傳，哀公十年傳,季札，札，吳公子札，延州來季子，季子,至今蓋九十餘,9,5
孫林父,衛,成公七年傳，成公十四年經，成公十四年傳，成公十五年經，襄公二年經，襄公五年經，襄公五年傳，襄公七年經，襄公七年傳，襄公十年傳，襄公十一年傳，襄公十四年經，襄公十四年傳，襄公十九年經，襄公十九年傳，襄公二十年傳，襄公二十六年經，襄公二十六年傳，襄公二十九年傳，昭公七年傳,孫林父，孫文子，孫子，文子，賊人,孫良夫子,24,5
宋平公,宋,襄公六年傳，襄公十七年傳，襄公二十六年傳，襄公二十八年傳，襄公二十九年傳，昭公六年傳，昭公十年經，昭公十年傳，昭公十一年經，昭公十一年傳，昭公二十一年傳，昭公二十五年傳,平公，宋公，公，宋公成，宋平公,共姬子；公子城之父；宋元公父,13,5
宋文公,宋,文公十六年傳，宣公元年經，宣公元年傳，宣公三年傳，成公二年經，成公三年經,公子鮑，文公，宋公，宋文公，宋公鮑,宋昭公庶弟文公,7,5
晉懷公,晉,僖公十五年傳，僖公十七年傳，僖公二十二年傳，僖公二十三年傳，僖公二十四年傳，昭公十三年傳,圉，晉大子圉，大子圉，懷公，懷,,6,5
晉昭公,晉,昭公十二年傳，昭公十三年經，昭公十三年傳，昭公十六年經，昭公十六年傳,晉侯，寡君，晉侯夷，晉昭公，昭公,,6,5
晉景公,晉,宣公十二年傳，宣公十四年經，宣公十五年傳，宣公十六年傳，宣公十七年經，宣公十八年經，成公元年經，成公二年傳，成公三年經，成公四年傳，成公五年經，成公六年傳，成公七年經，成公八年經，成公九年經，成公九年傳，成公十年經，成公十年傳，成公十三年傳,晉侯，公，晉侯獳，晉景公，景公,,21,5
晏嬰,齊,襄公十七年傳，襄公十八年傳，襄公二十二年傳，襄公二十三年傳，襄公二十五年傳，襄公二十六年傳，襄公二十八年傳，襄公二十九年傳，昭公二年傳，昭公三年傳，昭公五年傳，昭公六年傳，昭公十年傳，昭公二十年傳，昭公二十六年傳,晏嬰，晏平仲，晏子，嬰，平仲,,24,5
棠姜,齊,襄公二十五年傳，襄公二十七年傳,棠公之妻，棠姜，姜氏，姜，東郭姜,東郭偃之姊；棠公之妻,5,5
楚文王,楚,莊公六年傳，莊公十年傳，莊公十四年傳，莊公十八年傳，莊公十九年傳，僖公七年傳，宣公四年傳，昭公七年傳，昭公二十三年傳，哀公十七年傳,楚文王，楚子，文王，先君文王，文,,10,5
楚穆王,楚,僖公三十三年傳，文公元年經，文公元年傳，文公五年傳，文公九年經，文公十年經，文公十年傳，文公十一年經,大子商臣，世子商臣，穆王，楚子燮，楚子,,8,5
樂王鮒,晉,襄公二十一年傳，襄公二十三年傳，昭公元年傳,樂王鮒，桓子，王鮒，樂桓子，鮒,晉大夫樂桓子,7,5
欒盈,晉,襄公十四年傳，襄公十六年傳，襄公十八年傳，襄公十九年傳，襄公二十一年經，襄公二十一年傳，襄公二十二年傳，襄公二十三年經，襄公二十三年傳,欒盈，盈，欒懷子，懷子，欒孺子,,13,5
秦康公,秦,僖公十五年傳，文公七年傳，文公十年傳，文公十二年經，文公十三年傳，文公十八年經，成公十三年傳,大子罃，秦康公，秦伯，康，康公,,8,5
臧宣叔,魯,宣公十八年傳，成公元年經，成公元年傳，成公二年經，成公二年傳，成公三年傳，成公四年NA，襄公二十三年傳，哀公二十四年傳,臧宣叔，許，臧孫許，臧孫，宣叔,臧文仲子，臧武仲父，許其名也,11,5
莒犁比公,莒,襄公十六年經，襄公十六年傳，襄公三十一年經，襄公三十一年傳,莒子，莒犁比公，密州，犁比公，買朱鉏,密州字買朱鉏,6,5
蒯聵,衛,定公十四年經，定公十四年傳，哀公二年經，哀公二年傳，哀公十五年傳,世子蒯聵，大子，衛大子，蒯聵，大子蒯聵,衛靈公大子,8,5
蔡昭侯,蔡,定公三年傳，定公四年經，哀公四年經，哀公四年傳,蔡昭侯，蔡侯，蔡君，蔡侯申，蔡昭公,蔡文侯名申，不當同名,7,5
蔡景公,蔡,成公二年傳，襄公三十年經，襄公三十年傳,蔡景公，蔡侯，固，蔡景侯，景侯,,6,5
衛定公,衛,成公七年經，成公七年傳，成公十年經，成公十四年經，成公十四年傳，成公十五年經，定公六年傳,衛侯，衛定公，衛侯臧，定公，定,,8,5
衛文公,衛,閔公二年傳，僖公四年經，僖公五年經，僖公六年經，僖公八年經，僖公九年經，僖公十八年傳，僖公二十二年經，僖公二十三年傳，僖公二十五年經，定公六年傳,衛文公，衛侯，燬，衛侯燬，文,,13,5
衛靈公,衛,昭公七年傳，昭公二十年傳，定公四年經，定公四年傳，定公十三年傳，定公十四年經，定公十四年傳，定公十五年經，哀公二年經，哀公二年傳,靈公，公，衛侯，衛侯元，衛靈公,,13,5
趙括,晉,僖公二十四年傳，宣公二年傳，宣公十二年傳，成公三年傳，成公五年傳，成公六年傳，成公八年經，成公八年傳,屏括，括，屏季，趙括，屏,趙盾異母弟，趙姬之中子屏季；趙盾異母弟,10,5
趙武,晉,成公八年傳，成公十八年傳，襄公九年傳，襄公十一年傳，襄公十三年傳，襄公十八年傳，襄公二十五年傳，襄公二十六年傳，襄公二十七年經，襄公二十七年傳，襄公二十八年傳，襄公二十九年傳，襄公三十年傳，襄公三十一年傳，昭公元年經，昭公元年傳，昭公三年傳，昭公二十年傳,武，趙武，趙文子，文子，趙孟,趙朔子；代范宣子爲政,31,5
